ZONA;Coletivo;Individual;Motorizado;Não Motorizado;Total
98;66936,29;28698,43;95634,72;93376,61;189011,33
99;33999,66;13067,13;47066,79;61153,22;108220,01
100;38193,67;23429,24;61622,91;24848,15;86471,06
101;15600,19;7986,06;23586,25;13482,3;37068,55
102;61410,05;22276,29;83686,34;28291,98;111978,32
103;23084,69;19139,19;42223,88;30087,22;72311,1
104;28740,06;20471,91;49211,97;24033,77;73245,74
105;30634,68;15259,08;45893,76;32178,88;78072,64
106;30016,84;11603,09;41619,93;31612,39;73232,32
107;20375,36;23799,14;44174,5;12518,02;56692,52
108;34111,96;27276,65;61388,61;36969,22;98357,83
109;22500,56;25018,84;47519,4;18724,91;66244,31
110;54409,17;40851,61;95260,78;37307,94;132568,72
111;24183,85;19569,81;43753,66;22864,28;66617,94
112;67240,37;28365,74;95606,11;57738,78;153344,89
113;45279,15;22635,03;67914,18;42960,09;110874,27
114;64892,44;49562,62;114455,06;44712,3;159167,36
115;30220,01;38331,83;68551,84;10511,11;79062,95
116;56358,33;65351,09;121709,42;13447,22;135156,64
117;69877,86;73770,13;143647,99;15086,98;158734,97
118;7869,58;18266,09;26135,67;2646,52;28782,19
119;38352,46;39315,56;77668,02;11738,5;89406,52
120;49477,03;36668,35;86145,38;7273,58;93418,96
121;7970,49;21708,71;29679,2;2574,99;32254,19
122;7684,55;18346,75;26031,3;4114,56;30145,86
123;25257,88;23372,89;48630,77;15939,01;64569,78
124;12444,29;19007,21;31451,5;4936,9;36388,4
125;10670,91;12511,3;23182,21;3272,75;26454,96
126;73627,36;43566,59;117193,95;48336,19;165530,14
127;22094,96;8274,21;30369,17;6690,6;37059,77
128;39812,78;39018,05;78830,83;41043,19;119874,02
129;23549,94;15652,5;39202,44;29194,95;68397,39
130;16698,48;6898,61;23597,09;15779,78;39376,87
131;38858,97;12116,5;50975,47;32698,87;83674,34
132;35381,81;19603,34;54985,15;42695,14;97680,29
133;30294,93;14440,54;44735,47;38965,46;83700,93
134;64250,99;46319,42;110570,41;69995,33;180565,74
135;32270,94;22321,55;54592,49;14012,2;68604,69
136;24591,5;6623,58;31215,08;20299,07;51514,15
137;23852,1;6873,44;30725,54;19005,71;49731,25
138;39527,89;7754,72;47282,61;31932,46;79215,07
139;25194,75;10512,82;35707,57;23809,95;59517,52
140;37914,02;20579,4;58493,42;43049,88;101543,3
141;61449,45;21211,22;82660,67;53276,26;135936,93
142;47853,98;29767,89;77621,87;45594,45;123216,32
143;20440,83;13482,98;33923,81;22112,13;56035,94
144;12128,86;3349,26;15478,12;19619,83;35097,95
145;30864,59;9461,93;40326,52;28364,03;68690,55
146;55647,39;10064,26;65711,65;52909,55;118621,2
147;53329,59;14765,39;68094,98;44431,14;112526,12
148;25272,58;11277,9;36550,48;9495,26;46045,74
149;125729,05;66562,97;192292,02;31463,12;223755,14
150;34294,18;16404,82;50699;25898,36;76597,36
151;52593,36;53884,6;106477,96;44260,64;150738,6
152;67973,93;24396,31;92370,24;39990,83;132361,07
153;45603,44;28940,55;74543,99;52178,95;126722,94
154;51124,78;36965,62;88090,4;43738,45;131828,85
155;42786,48;33231,13;76017,61;32908,66;108926,27
156;82655,37;75166,15;157821,52;23670,58;181492,1
157;60857,84;24489,31;85347,15;22050,11;107397,26
158;54926,11;42204,22;97130,33;37793,76;134924,09
159;70540,2;31063,75;101603,95;39279,61;140883,56
160;31396,2;24607,15;56003,35;13753,38;69756,73
161;27537,88;12361,67;39899,55;19454,01;59353,56
162;27039,91;14249,5;41289,41;29265,43;70554,84
163;40708,64;13957,26;54665,9;28985,13;83651,03
164;22552,08;9517,58;32069,66;19571,08;51640,74
165;27482,15;15627,2;43109,35;26898,04;70007,39
166;70729,46;20288,69;91018,15;82228,78;173246,93
167;22920,14;10547,11;33467,25;26674,81;60142,06
168;16258,42;2417,12;18675,54;22255,81;40931,35
169;60643,31;24047,95;84691,26;51182,09;135873,35
170;10844,14;4088,19;14932,33;18497,8;33430,13
171;31580,03;8765,05;40345,08;25390,46;65735,54
172;30863,09;6417,88;37280,97;28834,17;66115,14
173;52627,71;16360,34;68988,05;42489,5;111477,55
174;15837,35;3198,74;19036,09;15332,75;34368,84
175;38960,57;7508,01;46468,58;31844,95;78313,53
176;23059,55;10408,38;33467,93;23931,2;57399,13
177;24312,92;8383,25;32696,17;14957,64;47653,81
178;19904,5;4487,75;24392,25;18612,37;43004,62
179;34534,59;4332,77;38867,36;30606,39;69473,75
180;63637,08;18144,67;81781,75;70222,85;152004,6
181;23453,47;11060,55;34514,02;26849,35;61363,37
182;76296,39;47843,76;124140,15;56972,25;181112,4
183;37895,33;35709,01;73604,34;39827,72;113432,06
184;15451,11;17703,45;33154,56;10176,45;43331,01
185;24147,63;21113,01;45260,64;23020,37;68281,01
186;36408,17;29760,14;66168,31;72516,08;138684,39
187;88266,35;21928,73;110195,08;70267,93;180463,01
188;66469,41;45696,67;112166,08;46695,07;158861,15
189;138070,54;36479,29;174549,83;26538,23;201088,06
190;102753,56;32230,45;134984,01;51545,42;186529,43
191;135960,47;15261,76;151222,23;83582,14;234804,37
192;22989,45;6761,43;29750,88;20229,04;49979,92
193;24668,51;4436,48;29104,99;20394,08;49499,07
194;22814,65;4628,54;27443,19;14784,73;42227,92
195;49177,68;6411,54;55589,22;28834,11;84423,33
196;72395,09;31110,88;103505,97;39906,47;143412,44
197;79206,8;25017,91;104224,71;16896,77;121121,48
198;72394,07;16696,94;89091,01;43365,46;132456,47
199;47502,2;14227,13;61729,33;34722,47;96451,8
200;37264,94;4650,35;41915,29;29757,84;71673,13
201;10614,19;3424,4;14038,59;8652,08;22690,67
202;7550,91;3010,87;10561,78;3373,85;13935,63
203;4413,09;1356,89;5769,98;4764,32;10534,3
204;1809,08;1234,93;3044,01;4883,89;7927,9
205;15659,58;4539,84;20199,42;23196,26;43395,68
206;35544,62;7152,58;42697,2;50873,67;93570,87
207;45645,64;4504,54;50150,18;42158,32;92308,5
208;8183,22;483,42;8666,64;11856,71;20523,35
209;12661,4;2334,8;14996,2;15529,13;30525,33
210;11169,69;4226,91;15396,6;13080,42;28477,02
211;8999,74;2614,34;11614,08;12778,09;24392,17
212;13769,74;7684,72;21454,46;17001,73;38456,19
213;7344,32;2901,72;10246,04;6713,68;16959,72
214;49758,88;12094,51;61853,39;49096,06;110949,45
215;98865,43;92046,57;190912;66840,58;257752,58
216;13887,29;8024,22;21911,51;16407,75;38319,26
217;38499,92;31052,73;69552,65;32447,74;102000,39
218;49001,28;17356,06;66357,34;15321,82;81679,16
219;17259,2;3887,76;21146,96;17059,74;38206,7
220;132797,22;49717,04;182514,26;68303,77;250818,03
221;3231,27;1899,63;5130,9;4606,28;9737,18
222;6816,04;5570,91;12386,95;5297,21;17684,16
223;37369,76;8641,05;46010,81;25620,17;71630,98
224;35683,73;41263,12;76946,85;59274,06;136220,91
225;16128,36;1014,8;17143,16;6171,69;23314,85
226;59587,68;8967,73;68555,41;42170,78;110726,19
227;17637,32;5729,24;23366,56;15402,87;38769,43
228;10588,34;990,9;11579,24;9987,7;21566,94
229;11828,62;4595,06;16423,68;19208,21;35631,89
230;10916,5;2809,65;13726,15;7770,4;21496,55
231;5873,02;1164,28;7037,3;9039,29;16076,59
232;3330,82;944,54;4275,36;1552,19;5827,55
233;9323,61;2517,24;11840,85;3607,79;15448,64
234;8186,56;3715,53;11902,09;5688,45;17590,54
235;9015;8773,53;17788,53;16081,38;33869,91
236;6313,45;2608,79;8922,24;5925,63;14847,87
237;64158,15;39603,68;103761,83;74592,93;178354,76
238;10702,32;4459,31;15161,63;13728,66;28890,29
239;3422,91;361,19;3784,1;3138,65;6922,75
240;30704,47;9442,36;40146,83;41981,86;82128,69
241;4481,07;1334,07;5815,14;7303,31;13118,45
242;6268,01;1163,75;7431,76;3930,68;11362,44
243;15279,75;6701,75;21981,5;17221,4;39202,9
