ZONA;Coletivo;Individual;Motorizado;Não Motorizado;Total
68;17939,73;21997,48;39937,21;6111,42;46048,63
69;21942,71;20530,71;42473,42;8747,31;51220,73
70;19956,65;31885,79;51842,44;8940,39;60782,83
71;28517,03;25691,67;54208,7;8602,05;62810,74
72;42028,44;46449,33;88477,78;16970,72;105448,5
73;29296,44;23287,1;52583,54;8480,99;61064,53
74;17947,66;15573,09;33520,75;5810,71;39331,46
75;20779,18;24050,02;44829,2;5525,24;50354,44
76;63515,22;44903,35;108418,57;16872,47;125291,04
77;20507,46;24468,63;44976,09;8039,18;53015,27
78;31438;23761,81;55199,81;12210,05;67409,86
79;19773,56;31129,11;50902,68;13521,64;64424,32
80;30541,44;43123,78;73665,22;8706,9;82372,13
81;49709,13;54983,67;104692,8;16100,13;120792,93
82;19747,63;35769,91;55517,54;9727,06;65244,6
83;14162,13;33452,42;47614,55;10188,69;57803,25
84;7105,47;12687,33;19792,8;3741,3;23534,1
85;4902,82;16768,87;21671,69;1813,94;23485,63
86;12949;20996,2;33945,2;5609,26;39554,46
87;25666,75;52588,43;78255,18;16612,42;94867,6
88;6460,98;8870,79;15331,77;5476,55;20808,32
89;10448,13;17860,88;28309,01;8621,27;36930,28
90;26283,8;11914,29;38198,09;3826,12;42024,21
91;27814,91;8906,55;36721,47;1559,85;38281,32
92;58536,44;24150,79;82687,24;11913,3;94600,53
93;15614,91;9359,06;24973,97;7846,96;32820,93
94;9564,58;28714,34;38278,91;5835,26;44114,18
95;9785,21;24448,26;34233,47;1963,63;36197,1
96;9025,24;27801,38;36826,62;3583,12;40409,74
97;13545,47;9359,17;22904,64;2242,62;25147,26
98;38608,8;14124,94;52733,74;10313,39;63047,13
99;77456,28;44740,03;122196,31;16693,35;138889,66
100;14171,52;22199,53;36371,05;6683,84;43054,88
101;12711,87;17027,04;29738,91;6980,67;36719,58
102;4324,51;4681,54;9006,05;557,99;9564,04
103;2539,79;6564,6;9104,39;986,32;10090,71
104;14364,35;14580,03;28944,39;6766,41;35710,79
105;12741,53;12177,43;24918,96;4011,18;28930,13
106;18220,31;14537,15;32757,46;4780,62;37538,08
107;20618,74;16918,88;37537,63;1563,1;39100,73
108;64773,46;51229,97;116003,43;60484,39;176487,82
109;36230,73;44655,3;80886,03;27510,08;108396,11
110;23742,29;45058,64;68800,92;27406,61;96207,53
111;21338,24;22830,36;44168,61;16231,63;60400,24
112;25039,99;15234,85;40274,84;18690,73;58965,57
113;0;1090,91;1090,91;0;1090,91
114;28611,4;15152,26;43763,66;30880,97;74644,63
115;93145,17;39221,42;132366,6;60039,34;192405,94
116;30084,44;12377,39;42461,83;30960,23;73422,06
117;11029,7;5490,19;16519,89;9205,12;25725,01
118;54571,41;29452,49;84023,9;74263,34;158287,24
119;0;0;0;0;0
120;34654,57;25509,76;60164,32;33196,44;93360,76
121;55067,53;12812,46;67879,99;99226,5;167106,49
122;37174,8;27981,99;65156,8;42994,5;108151,3
123;23937,8;25456,16;49393,96;29638,71;79032,67
124;15106,14;11955,66;27061,8;20664,47;47726,27
125;45912,22;49520,68;95432,9;31608,67;127041,57
126;12286,96;5780,23;18067,19;2561,77;20628,97
127;18287,59;14009,6;32297,19;5436,39;37733,57
128;7704,77;7489;15193,76;9848,56;25042,32
129;37209,96;9623,85;46833,81;4558,51;51392,32
130;6638,53;7276,14;13914,67;1215,96;15130,63
131;32561,78;38384,05;70945,84;16565,39;87511,23
132;26777,26;25709,57;52486,83;16997,61;69484,44
133;32218,26;40799,09;73017,34;15484,08;88501,42
134;30959,38;38990,94;69950,31;16941,2;86891,52
135;26441,15;24593,2;51034,35;24218,02;75252,37
136;17103,34;10401,19;27504,53;6500,87;34005,4
137;35544,72;42551,13;78095,85;47658,12;125753,97
138;57649,75;42158,47;99808,22;45073,81;144882,04
139;35982,42;17201,36;53183,79;19698,24;72882,02
140;0;0;0;0;0
141;50436,12;53926,4;104362,52;42649,65;147012,17
142;3711,67;4184,75;7896,43;5007,92;12904,35
143;0;0;0;0;0
144;15973,29;17145,97;33119,26;15645,02;48764,28
145;13963,53;17306,75;31270,28;8876,44;40146,72
146;0;616,08;616,08;0;616,08
147;17431,71;9474;26905,71;17409,55;44315,25
148;50122,1;35547,11;85669,2;44234,84;129904,04
149;22029,94;28943,01;50972,95;20071,59;71044,54
150;14313,4;18597,62;32911,01;5754,03;38665,04
151;26638,03;31131,32;57769,35;23643,56;81412,91
152;11868,74;7114,31;18983,05;17028,46;36011,51
153;30273,77;40239,32;70513,09;34559,72;105072,81
154;8510,78;13933,38;22444,16;19918,99;42363,15
155;22161,7;35624,96;57786,65;35843,57;93630,22
156;37064,96;21515,35;58580,31;64727,73;123308,04
157;30700,43;33887,21;64587,64;44053,1;108640,74
158;24821,72;42113,67;66935,39;54812,52;121747,91
159;26704,15;26315,91;53020,06;25241,48;78261,54
160;31883,65;26992,88;58876,53;23885,57;82762,1
161;12030,76;7137,99;19168,75;4493,07;23661,82
162;14852,53;12797;27649,53;5360,59;33010,12
163;33698,91;37214,42;70913,33;19654,27;90567,61
164;50341,94;36234,59;86576,53;15844,29;102420,82
165;21765,99;19386,23;41152,21;9069,77;50221,98
166;35964;32292,78;68256,79;13830,74;82087,53
167;48805,73;27656,02;76461,75;19464,46;95926,21
168;26430,74;32860,51;59291,25;24949,58;84240,84
169;29520,78;45118,06;74638,84;34252,95;108891,78
170;41613,36;14456,47;56069,83;48917,19;104987,02
171;26180,46;15753,56;41934,03;35226,8;77160,82
172;3920,24;2828,5;6748,75;5221,84;11970,59
173;0;819,02;819,02;1345,46;2164,48
174;0;456,34;456,34;0;456,34
175;42740,59;25201,34;67941,94;52872,74;120814,68
176;23319,73;25969,9;49289,63;38136,69;87426,32
177;30528,44;19497,41;50025,86;27076,56;77102,42
178;22642,18;26727,2;49369,38;21558,6;70927,98
179;63105,74;30549,95;93655,69;63443,94;157099,63
180;20722,87;16378,7;37101,57;36357,44;73459,01
181;28800,3;22685,83;51486,13;42277,41;93763,54
182;35714,39;27565,65;63280,05;29556,06;92836,11
183;42993,02;28006,9;70999,93;73089,62;144089,55
184;25525,7;17499,75;43025,45;22482,38;65507,83
185;17012,91;11974,64;28987,54;23972,18;52959,72
186;14454,71;12650,12;27104,83;21479,74;48584,57
187;45051,92;32554,93;77606,85;40330,63;117937,48
188;35167,23;27270,96;62438,19;121636,65;184074,84
189;13658,05;3117,81;16775,86;20853,86;37629,72
190;54075,89;25242,14;79318,04;77658,99;156977,03
191;34132,25;11018,56;45150,82;51093,32;96244,13
192;28135,62;10035,06;38170,68;28601,17;66771,85
193;65241,15;13337,37;78578,52;91156,09;169734,61
194;45534,13;29763,68;75297,82;69066,51;144364,33
195;35012,94;9919,73;44932,67;54946,69;99879,36
196;33829,44;30240,97;64070,42;64674,1;128744,52
197;22650,94;30418,93;53069,87;18793,42;71863,29
198;29783,25;28563,81;58347,06;22894,66;81241,73
199;24011,31;33400,92;57412,23;13974,66;71386,88
200;26864,09;36264,98;63129,07;31032,14;94161,2
201;21729,78;22285,79;44015,57;24171,85;68187,42
202;33444,78;33609,1;67053,88;37626,52;104680,4
203;37742,45;44098,77;81841,22;29102,66;110943,87
204;20655,63;18189,56;38845,19;15693,3;54538,49
205;25342,57;20252,97;45595,54;24037,92;69633,45
206;40582,81;26503,58;67086,39;65796,56;132882,94
207;29060,17;20251,85;49312,02;27696,34;77008,36
208;16392,32;12320,96;28713,28;15769,09;44482,37
209;25682,59;19328,97;45011,57;33245,91;78257,47
210;33493,39;25282,93;58776,32;37434,79;96211,1
211;14616,77;8226,3;22843,07;19645,43;42488,5
212;3311,51;2128,11;5439,63;0;5439,63
213;17313,98;8805,02;26119;7694,45;33813,45
214;45281,12;20333,44;65614,56;69697,7;135312,26
215;38151,35;14053,26;52204,61;39296,82;91501,43
216;19283,5;7509,57;26793,07;32817;59610,07
217;136319,8;19725,96;156045,76;134017,49;290063,25
218;14697,96;3593,12;18291,08;14965,36;33256,44
219;44080,36;18826,38;62906,74;82259,54;145166,28
220;32798,44;13745,32;46543,76;53265,71;99809,46
221;32231,1;31410,82;63641,92;76812,34;140454,26
222;8217,49;10910,6;19128,09;11368,79;30496,88
223;11205,48;11736,07;22941,56;7293,68;30235,24
224;17182,37;20364,62;37546,99;11616,56;49163,55
225;27147,08;23314,43;50461,51;18032,66;68494,17
226;28629,34;28019,34;56648,68;10780,54;67429,22
227;10189,86;12910,77;23100,63;9425,16;32525,79
228;14457,39;15800,8;30258,19;18679,95;48938,14
229;28107,43;48144,95;76252,38;34317,64;110570,02
230;33391,24;48411,73;81802,97;45659,67;127462,64
231;43818,5;78098,49;121916,99;54066,69;175983,68
232;2649,88;1217,31;3867,18;585,63;4452,82
233;22388,5;29065,41;51453,91;22128,95;73582,87
234;14901,69;24369,19;39270,88;9224,97;48495,85
235;12566,31;24520,08;37086,39;11216,66;48303,06
236;13143,01;18323,81;31466,82;6795,02;38261,84
237;6900,55;5752,44;12652,99;6686,63;19339,62
238;24044,32;43116,22;67160,54;23983,23;91143,77
239;25212,24;35677,75;60889,99;36154,41;97044,4
240;11942,77;22410,85;34353,62;15566;49919,62
241;17957,05;21366,41;39323,46;17584,51;56907,97
242;24190,73;29828,99;54019,71;47785,77;101805,48
243;40058,77;23940,77;63999,53;37572,09;101571,62
244;25576,82;25753,25;51330,07;43080,3;94410,37
245;42499,71;24220,55;66720,25;45760,39;112480,65
246;25500,46;24996,13;50496,58;45467,77;95964,35
247;33937,52;28549,71;62487,22;53192,83;115680,05
248;33834,03;20617,38;54451,4;37359,01;91810,41
249;9877,44;7444,16;17321,6;8030,46;25352,05
250;20288,03;16509,06;36797,09;19985,63;56782,72
251;14951,32;29550,12;44501,44;3178,38;47679,82
252;14701,86;25681,47;40383,33;5304,38;45687,71
253;11574,64;21105,95;32680,6;3316,79;35997,39
254;1754,88;1688,66;3443,54;232,73;3676,27
255;12361,48;16909,31;29270,79;6666,26;35937,04
256;31237,48;41748,99;72986,47;41771,79;114758,26
257;30923,46;29336,61;60260,07;23453,76;83713,83
258;34188,86;35529,01;69717,86;24593,91;94311,77
259;46123,76;27853,5;73977,26;63223,61;137200,87
260;44540,64;32128,67;76669,31;50335,72;127005,02
261;73827,78;19962,01;93789,79;40842,48;134632,27
262;31742,56;34727,61;66470,18;43735,73;110205,91
263;42492,1;32585,38;75077,48;8764,22;83841,7
264;31039,88;38118,52;69158,4;14471,13;83629,53
265;24342,05;27899,03;52241,08;17620,1;69861,18
266;8838,42;7531,07;16369,49;4156,01;20525,5
267;31382,15;15897,25;47279,4;28362,81;75642,21
268;47027,77;26806,2;73833,97;41402,46;115236,42
269;32335;16427,77;48762,77;9690,45;58453,22
270;36189,1;32667,14;68856,24;25613,9;94470,15
271;26046,96;16317,31;42364,27;14139,9;56504,17
272;52422,51;36275,2;88697,71;22845,72;111543,43
273;36542,92;22953,36;59496,27;28865,45;88361,72
274;38497,58;32550,38;71047,96;56861,58;127909,54
275;92013,97;38024,84;130038,81;114451,32;244490,13
276;99681,66;52286,71;151968,37;217515,95;369484,32
277;7224,77;1689,26;8914,03;9787,39;18701,42
278;3256,09;1130,31;4386,4;233,44;4619,84
279;88114,99;20048,83;108163,82;88326,42;196490,25
280;11300,42;4675,55;15975,98;3450,09;19426,06
281;94149,92;69845,26;163995,19;16922,99;180918,18
282;25930,09;29897,48;55827,58;5569,42;61396,99
283;90526,02;33049,18;123575,2;12291,61;135866,81
284;42502,24;19577,32;62079,56;4871,79;66951,35
285;52920,62;19766,09;72686,71;47282,32;119969,04
286;70022,57;27215,46;97238,03;66678,89;163916,91
287;44529,92;25773,03;70302,95;50813,03;121115,99
288;57351,65;7252,32;64603,97;38335,97;102939,93
289;30343,52;9403,58;39747,1;26877,75;66624,85
290;43738,82;10048,05;53786,86;54328,72;108115,58
291;43132,4;17500,46;60632,86;70458,05;131090,91
292;36290,95;20295,5;56586,45;34978,36;91564,82
293;53606,18;22223,22;75829,4;45242,11;121071,51
294;65360,5;10899,11;76259,61;60662,19;136921,8
295;22251,39;21677,83;43929,22;2430,68;46359,9
296;9489,91;11992,14;21482,04;629,07;22111,11
297;14039,31;13503,83;27543,14;7135,07;34678,21
298;7981,28;13192,03;21173,31;4832,21;26005,52
299;18638,71;11535,67;30174,38;24556,92;54731,3
300;10748,04;19462,98;30211,03;6460,14;36671,16
301;15742,29;20006,28;35748,57;12988,57;48737,15
302;31489,54;14146,77;45636,3;35023,45;80659,75
303;40601,03;14276,73;54877,76;49456,42;104334,18
304;30024,27;16274,08;46298,35;33908,92;80207,27
305;22492,17;23623,66;46115,84;24078,48;70194,31
306;5569,2;10675,55;16244,75;3641,62;19886,37
307;14272,59;14109,51;28382,11;7430,77;35812,88
308;22248,24;36382,84;58631,07;16050,67;74681,75
309;18821,28;15987,61;34808,89;8315,79;43124,68
310;20821,6;16708,21;37529,8;4269,99;41799,79
311;23000,93;8366,75;31367,68;20349,54;51717,22
312;14991,87;8935,86;23927,72;8408,96;32336,69
313;30465,63;37323,86;67789,49;44074,01;111863,5
314;16058,44;17077,32;33135,76;19748,6;52884,36
315;13828,16;15917,06;29745,22;14850,3;44595,52
316;22390,88;17994,82;40385,69;13029,31;53415,01
317;33904,55;40993,08;74897,64;2336,01;77233,65
318;20535,53;25950,11;46485,64;11268,66;57754,3
319;10506,34;12803,85;23310,19;2948,32;26258,51
320;17276,45;30516,54;47792,99;13334,87;61127,86
321;711,36;0;711,36;0;711,36
322;53910,28;36006,6;89916,88;51063,59;140980,47
323;375,42;0;375,42;0;375,42
324;40316,87;19485,33;59802,19;34826,51;94628,7
325;5356,4;1092,28;6448,67;1807,31;8255,98
326;1196,85;1144,7;2341,56;0;2341,56
327;61817,92;19458,87;81276,8;90222,56;171499,36
328;0;0;0;0;0
329;0;0;0;0;0
330;75806,67;23239,04;99045,71;87147,79;186193,5
331;0;0;0;0;0
332;20789,74;25277,72;46067,46;51078,29;97145,75
333;1079,37;2737,58;3816,95;1102,45;4919,4
334;2075,9;917,08;2992,99;1102,45;4095,44
335;1647,01;775,07;2422,08;765,76;3187,84
336;117236,85;80187,23;197424,08;60583,71;258007,78
337;30425,04;16019,44;46444,48;28700,65;75145,13
338;17758,75;9622,95;27381,7;8837,94;36219,64
339;34666,08;22707,31;57373,38;22022,05;79395,43
340;46725;40897,59;87622,6;42439,62;130062,22
341;86439,11;70522,79;156961,9;73249,11;230211,01
342;88328,3;56016,74;144345,04;81887,57;226232,61
343;13464,17;17478,32;30942,49;1211,3;32153,79
344;149992,01;105784,24;255776,25;208519,87;464296,12
345;64474,09;40560,55;105034,64;50039,28;155073,92
346;0;222,25;222,25;0;222,25
347;74665,15;23206,55;97871,7;99214,03;197085,73
348;0;0;0;0;0
349;0;688,87;688,87;580,92;1269,79
350;40678,8;37763,76;78442,56;69546,72;147989,28
351;1130,31;205,68;1335,99;3066,47;4402,46
352;12355,19;15070,74;27425,93;29685,67;57111,6
353;312,69;0;312,69;323,22;635,91
354;30930,2;7339,63;38269,84;74398,5;112668,33
355;16,91;0;16,91;874,67;891,58
356;40521,51;17539,65;58061,16;51047,67;109108,82
357;6039,83;2201,39;8241,21;8362,5;16603,71
358;29703,47;23035,34;52738,81;78217,08;130955,89
359;48892,31;67780,9;116673,21;144357,23;261030,43
360;32757,43;47130,02;79887,45;59713,28;139600,73
361;14410,48;5672,45;20082,92;39830,02;59912,94
362;52874,59;33472,93;86347,52;65023,51;151371,03
363;69372,81;54572,34;123945,15;94150,64;218095,79
364;11707,99;7099,67;18807,66;21139,85;39947,5
365;10058,66;4032,36;14091,02;11000,23;25091,25
366;65250,21;75335,38;140585,59;76805,13;217390,73
367;32538,4;32293,58;64831,99;17362,16;82194,15
368;25718,43;41173,85;66892,28;15914,74;82807,02
369;46656,42;52482,73;99139,15;73679,08;172818,23
370;12262,26;8487,9;20750,16;40660,97;61411,13
371;3171,42;1547,69;4719,11;8190,52;12909,63
372;3628,18;5588,2;9216,38;5980;15196,38
373;4801,27;3441,96;8243,22;8519,31;16762,53
374;11819,11;20709,9;32529,01;22672,17;55201,18
375;7513,14;3570,38;11083,53;22227,53;33311,06
376;6748,5;8520,97;15269,48;24923,24;40192,72
377;3189,71;8116,74;11306,46;18284,92;29591,38
378;6872,75;7103,58;13976,33;25978,65;39954,98
379;27972,44;70861,89;98834,33;40300,75;139135,08
380;48569,11;107810,89;156380;67724,32;224104,32
381;6046,32;7034,44;13080,76;5058,69;18139,45
382;21745,96;33603,44;55349,39;20685,34;76034,74
383;142158,5;139868,97;282027,47;74401,89;356429,36
384;29313,14;72430,72;101743,86;33213,64;134957,5
385;18669,85;46965,17;65635,02;24980,06;90615,08
386;23641,91;34292,28;57934,19;27859,03;85793,22
387;25821,9;59402,21;85224,11;28127,57;113351,68
388;48886,78;68906,05;117792,82;77610,81;195403,64
389;109943,34;116146,9;226090,23;107908,99;333999,22
390;50853,34;45566,33;96419,67;93424;189843,66
391;2276,58;896,25;3172,83;1903,01;5075,84
392;30447,11;32912,95;63360,06;25395,99;88756,04
393;70852,19;66814,61;137666,8;112492,08;250158,88
394;94943,52;70872,49;165816,01;246924,53;412740,54
395;12005,96;4591,96;16597,91;14569,97;31167,89
396;46070,8;56201,03;102271,83;63277,58;165549,41
397;13174,19;3611,81;16786;16473,35;33259,35
398;6653,62;6355,32;13008,95;5358,17;18367,11
399;3906,54;4234,88;8141,41;7876,84;16018,26
400;15432,72;7563,15;22995,87;23436,33;46432,2
401;61244,39;79478,55;140722,95;62640,52;203363,47
402;103558,11;132265,51;235823,62;58963,69;294787,32
403;175224,24;227063,8;402288,04;82894,38;485182,43
404;141714,67;135347,19;277061,86;137434,41;414496,27
405;21648,61;18854,98;40503,59;28767,23;69270,82
406;7219,12;3397,74;10616,87;0;10616,87
407;88913,09;37954,33;126867,41;84558,07;211425,48
408;101658,43;113328,87;214987,3;162306,73;377294,03
409;89695,89;75674,51;165370,39;119675,45;285045,85
410;39910,65;23183,29;63093,94;59554,96;122648,9
411;46570,27;41147,36;87717,63;26633,59;114351,22
412;106934,68;56581,31;163515,99;102987,39;266503,38
413;42237,61;26881,7;69119,31;42359,89;111479,2
414;28712,46;21699,83;50412,29;42096,24;92508,53
415;5153,78;4180,67;9334,44;7820,98;17155,42
416;83557,92;52471,29;136029,21;96648,77;232677,98
417;2427,76;539,86;2967,62;97,08;3064,69
418;673,59;1396,21;2069,8;0;2069,8
419;10064,24;5814,41;15878,65;15324,21;31202,85
420;15332,52;17905,45;33237,97;34307,13;67545,1
421;9717,32;5783,69;15501,01;15747,99;31249,01
422;282,49;0;282,49;0;282,49
423;21118,61;3244,24;24362,84;14208,82;38571,67
424;61688,04;41482,46;103170,5;53619,27;156789,77
425;44352,53;18244,9;62597,43;22973,28;85570,71
426;52654,95;36156,55;88811,5;2862,84;91674,34
427;996,44;1818,57;2815;2161,26;4976,26
428;16157,17;9893,66;26050,82;14470,03;40520,85
429;28110,73;12590,53;40701,27;37323,23;78024,49
430;12764,52;8340,11;21104,63;8900,02;30004,65
431;5904,97;1482,62;7387,6;44,86;7432,46
432;116776,33;75346,8;192123,13;129008,06;321131,19
433;35911,78;11380,21;47291,99;33588,41;80880,41
434;10744,07;9037,77;19781,84;16344,06;36125,9
435;17200,64;6874,36;24074,99;19144,28;43219,27
436;48862,76;37951,44;86814,2;8761,56;95575,76
437;26210,61;18275,71;44486,32;6275,52;50761,84
438;26291,85;32464,73;58756,59;14078,75;72835,34
439;53330,93;72690,59;126021,52;49507,86;175529,39
440;8481,79;6049,1;14530,88;6975,23;21506,12
441;73820,25;56342,17;130162,42;60545,54;190707,96
442;29930,51;29298,68;59229,19;45377,24;104606,43
443;13908,28;6976,7;20884,98;4052,55;24937,54
444;12854,31;16875,92;29730,22;12690,01;42420,24
445;68451,16;17336,4;85787,56;76998,33;162785,89
446;48081,31;37368,07;85449,37;65558,16;151007,53
447;13899,78;13033,93;26933,71;6908,12;33841,82
448;7982,83;7949,87;15932,7;9804,67;25737,36
449;35821,12;25839,24;61660,35;70606,57;132266,93
450;1085,48;3944,64;5030,12;2062,24;7092,36
451;46731,02;30582,84;77313,86;23786,09;101099,95
452;79917,27;37483,83;117401,1;39290,06;156691,16
453;607,7;0;607,7;0;607,7
454;0;0;0;0;0
455;19036,22;6697,9;25734,12;23312,8;49046,92
456;20233,98;21939,87;42173,86;35961,23;78135,08
457;234,72;2079,52;2314,25;65,98;2380,23
458;86238,05;55410,87;141648,92;104758,68;246407,6
459;72002,16;33861,27;105863,43;88976,01;194839,44
460;5723,19;4488,53;10211,72;14942,98;25154,7
