ZONA;Coletivo;Individual;Motorizado;Não Motorizado;Total
111;17838,73;25791,98;43630,71;10019,66;53650,37
112;6397,62;6237,25;12634,87;542,91;13177,78
113;29726,99;47135,26;76862,25;17761,15;94623,4
114;10274,34;17256,92;27531,27;12899,33;40430,6
115;27493,11;37375,43;64868,54;30127,06;94995,59
116;34024,53;75056,34;109080,87;21130,37;130211,24
117;17606,31;30525,67;48131,98;11528,29;59660,27
118;9292,46;14790,61;24083,07;5957,71;30040,78
119;20562,2;27552,49;48114,69;7014,18;55128,86
120;12548,04;21085,5;33633,54;4982,32;38615,86
121;19969,55;37087,55;57057,1;9666,03;66723,13
122;16713,84;37135,85;53849,69;7859,48;61709,17
123;14490,09;46350,47;60840,56;6931,32;67771,88
124;16629,47;18654,87;35284,34;4391,72;39676,05
125;5211,12;11115,6;16326,72;739,53;17066,25
126;11842,14;18600,03;30442,17;2024,68;32466,85
127;9504,14;21928,19;31432,33;5516,32;36948,65
128;11782,76;27738,92;39521,68;3758,64;43280,32
129;20655,6;31943,37;52598,97;9591,09;62190,05
130;14475,9;30847,12;45323,02;8397,71;53720,73
131;20816,92;30076,36;50893,27;3429,24;54322,52
132;15346,97;32156,37;47503,34;3773,96;51277,3
133;24205,02;31304,32;55509,35;10196,71;65706,06
134;11385,47;18047,67;29433,14;8419,87;37853,01
135;16807,4;26899,74;43707,14;7950,71;51657,85
136;19592,51;17045,09;36637,6;6951,51;43589,12
137;19872,67;30724,29;50596,96;24638,89;75235,85
138;14099,15;12188,75;26287,9;14971,01;41258,91
139;33609,29;27339,99;60949,28;17067,5;78016,78
140;51523,61;65722,47;117246,09;43189,03;160435,12
141;31027,33;54318,56;85345,89;32481,38;117827,27
142;24428,23;22577,26;47005,49;21355,44;68360,92
143;22712,34;18333,81;41046,15;35737,3;76783,45
144;35889,4;27010,38;62899,78;68848,82;131748,61
145;40656,93;17441,31;58098,24;51153,74;109251,98
146;46179,31;29449,02;75628,33;24198,97;99827,3
147;26948,06;12077,04;39025,1;23036,27;62061,37
148;47850,79;47651,89;95502,69;55468,35;150971,04
149;6364,8;4417,18;10781,97;3563,87;14345,84
150;16030,76;14362,45;30393,2;4988,58;35381,78
151;15632,64;20312,56;35945,2;11661,24;47606,44
152;16387,22;20118,59;36505,81;11839,82;48345,63
153;29314,54;32195,75;61510,29;29641,58;91151,88
154;31793,88;41570,68;73364,57;33355,22;106719,79
155;34079,23;28890,22;62969,46;43146,89;106116,35
156;6049,37;2498,65;8548,02;8971,57;17519,59
157;95141,19;152550,66;247691,85;125844,45;373536,3
158;110470,45;91268,48;201738,93;81841,14;283580,06
159;2065,94;3584,25;5650,19;4299,49;9949,68
160;29533,43;21706,05;51239,48;38827,27;90066,76
161;20696,47;9099,07;29795,55;44667,94;74463,48
162;26709,47;15058,93;41768,4;30138,54;71906,94
163;17980,05;10811,58;28791,63;33535,36;62326,98
164;28249,51;30485,28;58734,79;37725,86;96460,65
165;25640,93;12942,46;38583,39;25859,87;64443,26
166;17538,71;16613,02;34151,73;33888,2;68039,93
167;43152,73;15673,2;58825,93;53813,26;112639,19
168;21275,59;19408,48;40684,06;27221,23;67905,3
169;24996,89;31030,18;56027,07;33551,44;89578,51
170;14121,25;17298,53;31419,78;22528,89;53948,67
171;20376,09;25471,41;45847,5;24976,58;70824,08
172;23461,47;20364,8;43826,27;34407,34;78233,61
173;27234,62;33247,16;60481,78;41979,44;102461,22
174;21729;19890,26;41619,26;39830,75;81450,01
175;32568,63;45264,89;77833,52;47117,93;124951,45
176;36112,42;16619,2;52731,61;44450,94;97182,55
177;62329,69;75028,51;137358,2;83067,89;220426,09
178;32305,49;73508,73;105814,22;59343,98;165158,21
179;144496,28;184031,6;328527,88;81566,01;410093,89
180;64677,08;136267,26;200944,34;83199,33;284143,67
181;63960,62;65043,49;129004,11;93083,37;222087,48
182;43660,74;20894,52;64555,27;28827,67;93382,93
183;37821,69;42884,7;80706,38;66940,74;147647,12
184;21407,17;10458,62;31865,79;29814,71;61680,5
185;28593,8;52825;81418,79;54201,18;135619,97
186;19261,16;19484,55;38745,7;20255,84;59001,54
187;5688,85;4102,73;9791,59;5661,52;15453,11
188;18316,41;22622,18;40938,59;14038,66;54977,24
189;21236,2;24637,42;45873,62;9493,51;55367,12
190;19272,78;23855,78;43128,56;2400,26;45528,82
191;84242,44;34683,54;118925,99;13578,03;132504,02
192;23834,07;19339,62;43173,69;8463,04;51636,73
193;48745,67;74626,88;123372,54;14335,2;137707,74
194;10196,76;11080,72;21277,48;6017,22;27294,7
195;11601,86;19056,64;30658,5;4511,56;35170,06
196;8264,42;14712,28;22976,71;6763,27;29739,98
197;4716,89;8670,88;13387,77;3786,69;17174,46
198;27017,65;46797,97;73815,62;12833,78;86649,4
199;15934,17;35286,63;51220,8;10683,33;61904,13
200;7346,95;14720,38;22067,32;6974,71;29042,03
201;32498,3;29459,45;61957,74;28309,64;90267,38
202;16187,47;13825,18;30012,65;6426,82;36439,47
203;41141,99;135901,04;177043,02;56737,67;233780,69
204;74562,19;97651,63;172213,82;22510,86;194724,68
205;20979,68;15863,02;36842,7;25223,62;62066,33
206;96876,79;83840,64;180717,43;128136,09;308853,52
207;7477,89;5629,19;13107,08;3530,92;16638,01
208;19448,23;14057,56;33505,79;28560,66;62066,45
209;36987,7;19378,8;56366,51;48081,15;104447,66
210;27577,48;8978,79;36556,27;31180,38;67736,66
211;0;0;0;0;0
212;0;0;0;0;0
213;66,32;0;66,32;0;66,32
214;0;227,92;227,92;0;227,92
215;5820,54;4650;10470,54;7936,45;18406,99
216;26134;24235,52;50369,52;27221,54;77591,06
217;84032,01;87283,73;171315,74;157853,41;329169,15
218;22581,72;16743,2;39324,92;38953;78277,92
219;29464,99;21762,06;51227,05;75904,21;127131,26
220;17519,26;13407,15;30926,41;26252,41;57178,82
221;30372,26;15524,37;45896,63;15974,53;61871,16
222;55420,95;26350,84;81771,8;30906,13;112677,92
223;32097,7;13565,43;45663,13;44394,14;90057,27
224;17282,29;11789,49;29071,77;19220,73;48292,5
225;14270,96;3875,82;18146,78;18375,75;36522,53
226;25041,67;18616,55;43658,21;42718,73;86376,94
227;21918,1;21629,62;43547,72;23782,68;67330,41
228;11135,01;7174,91;18309,91;18000,97;36310,89
229;18199,3;15350,75;33550,05;27611,19;61161,24
230;7902;4273,2;12175,21;6803,05;18978,26
231;4182,41;1041,53;5223,94;2817,98;8041,92
232;9062,76;11076,51;20139,27;15746,7;35885,98
233;30371,75;26676,87;57048,63;44650,78;101699,41
234;7525,96;13830,1;21356,07;20175,4;41531,47
235;11298,08;6334,66;17632,73;13309,31;30942,04
236;29097,06;22515,93;51613;35709,06;87322,06
237;37395,84;61457,46;98853,3;44240,1;143093,4
238;16615,51;12442,75;29058,26;16951,64;46009,9
239;80171,31;88008,18;168179,49;83408,31;251587,8
240;108850,57;185821,83;294672,4;96527,77;391200,17
241;46215,51;81825,57;128041,08;72197,72;200238,8
242;67048,5;66069,84;133118,34;117063,07;250181,42
243;22469,26;16074,65;38543,91;54385,63;92929,54
244;22175,58;10809,52;32985,1;18825,68;51810,78
245;19721,55;13597,37;33318,93;25461,89;58780,82
246;18134,62;11726,94;29861,56;37936,59;67798,15
247;37337,12;29678,17;67015,3;22052,7;89068
248;22839,48;19214,33;42053,81;11618,78;53672,6
249;14148,79;12304,94;26453,73;7825,61;34279,33
250;26815,97;16900,88;43716,85;9103,47;52820,33
251;26088,67;17659,15;43747,82;39418,09;83165,91
252;57455,65;27071,84;84527,49;53442,43;137969,91
253;33512,33;15543,33;49055,66;39329,43;88385,09
254;31348,33;21078,55;52426,88;36383,77;88810,65
255;29141,89;18813,66;47955,55;41402,57;89358,12
256;21070,02;20670,77;41740,79;33614,64;75355,43
257;16400,81;15562,74;31963,55;26840,09;58803,63
258;17342,03;12381,5;29723,53;22995,25;52718,77
259;27031,85;13924,29;40956,14;27734,21;68690,35
260;32324,78;32332,11;64656,89;15334;79990,89
261;68461,68;34713,11;103174,79;111752,8;214927,59
262;21289,1;14956,78;36245,88;23485,24;59731,12
263;20454,54;11975,04;32429,58;24078,58;56508,16
264;11637,18;7262,01;18899,19;7177,58;26076,77
265;4267,16;3373,26;7640,42;2208,77;9849,2
266;90323,19;106070,99;196394,18;174747,03;371141,2
267;132082,65;139255,28;271337,93;182830,84;454168,77
268;24535,08;26264,23;50799,31;440,73;51240,05
269;40172,91;33338,85;73511,76;11746,83;85258,59
270;10212,07;7453,65;17665,72;10724,15;28389,87
271;2710,86;565,15;3276,01;2032,78;5308,78
272;29155,33;12059,24;41214,57;38639,74;79854,31
273;0;258,87;258,87;133,15;392,03
274;0;0;0;0;0
275;0;0;0;0;0
276;28982,71;7603,78;36586,49;27244,72;63831,2
277;13206,19;14973,82;28180,02;5305,07;33485,08
278;91432,53;53463,93;144896,46;277645,96;422542,42
279;39292,75;18951,99;58244,74;72401,81;130646,55
280;21188,89;4731,72;25920,62;20160,26;46080,88
281;31313,42;14384,75;45698,17;48760,08;94458,26
282;33907,11;14204,6;48111,71;41748,07;89859,78
283;32205,98;12640,97;44846,95;45164,13;90011,08
284;24112,14;13179,23;37291,37;53463,22;90754,58
285;18864,23;8670,74;27534,97;40303,54;67838,51
286;12522,67;3511,82;16034,48;15798,03;31832,51
287;35074,64;7241,22;42315,86;52507,3;94823,16
288;32641,69;16185,52;48827,21;40813,24;89640,45
289;50676,28;13296,42;63972,71;89303,09;153275,8
290;34426,7;13134,2;47560,9;34872,64;82433,54
291;14193,37;6889,36;21082,73;21853,95;42936,68
292;5595,72;5536,28;11132,01;2777,95;13909,96
293;76838,56;17095,21;93933,76;115807,38;209741,14
294;35275,33;9044,13;44319,46;54714,02;99033,48
295;4331,06;2963,18;7294,23;7159,13;14453,37
296;10328,69;5090,11;15418,8;18674,43;34093,23
297;136950,26;113375,02;250325,29;203696,79;454022,08
298;28111,81;14671,08;42782,89;39382,21;82165,1
299;116250,02;94984,07;211234,09;75637,85;286871,94
300;30839,92;37711,84;68551,76;66968,2;135519,96
301;52748,49;17574,36;70322,85;79785,09;150107,94
302;59089,98;11779,48;70869,46;94955,26;165824,73
303;44736,72;19513,13;64249,85;37507,19;101757,04
304;17510,64;5805,52;23316,16;14745,47;38061,64
305;14431,44;2338,19;16769,63;24742,33;41511,96
306;22513,55;8598,62;31112,18;33845,02;64957,2
307;33789,91;15710,89;49500,8;36244,32;85745,12
308;29863,7;10052,31;39916;31521,36;71437,36
309;59538,96;26321,52;85860,48;106331,35;192191,83
310;22590,67;22985,19;45575,86;35040,84;80616,7
311;3270,99;2847,76;6118,75;5796,13;11914,88
312;19407,06;30734,81;50141,87;30005,18;80147,05
313;19392,88;13270,85;32663,74;20236,91;52900,65
314;1294,71;4084,9;5379,61;632,22;6011,83
315;30558,13;8251,62;38809,75;33382,22;72191,96
316;33700,27;13850,76;47551,03;53036,91;100587,94
317;1361,13;941,67;2302,8;1141,9;3444,7
318;3604,09;2564,36;6168,45;2252,08;8420,53
319;57789,84;37731,38;95521,22;45493,78;141015
320;1727,16;1134,85;2862,01;441,69;3303,7
321;22200,23;25953,52;48153,75;42040,38;90194,13
322;14792,83;27022,1;41814,93;44112,74;85927,67
323;0;0;0;0;0
324;37016,23;19584,24;56600,47;43261,19;99861,66
325;55840,1;17167,96;73008,06;80825,13;153833,19
326;11286,41;23392,09;34678,5;29348,52;64027,02
327;310,83;351,33;662,16;0;662,16
328;22153,74;26964,06;49117,8;36891,72;86009,52
329;5901,04;1990,58;7891,62;5973,49;13865,11
330;87,93;2120,6;2208,52;0;2208,52
331;54582,35;25493,11;80075,46;158914,35;238989,81
332;9203,57;2062,7;11266,27;15200,11;26466,38
333;8908,39;1740,57;10648,96;10636,62;21285,58
334;20108,66;32405,88;52514,54;80742,29;133256,83
335;23861,76;12559,53;36421,29;42497,54;78918,82
336;23737,94;17187,65;40925,59;40492,29;81417,89
337;5854,91;2143,3;7998,21;10962,11;18960,31
338;44696,77;96643,73;141340,49;112801,58;254142,07
339;10202,76;2654;12856,76;13433;26289,76
340;289,46;16,99;306,45;60,03;366,47
341;5914,21;6031,31;11945,52;20894,58;32840,1
342;2283,39;1738,32;4021,71;3719,68;7741,39
343;11047,94;3218,81;14266,75;7181,17;21447,92
344;2134,05;1084,16;3218,21;4988,59;8206,79
345;51180,44;49115,98;100296,42;39187,44;139483,86
346;18862,21;11544,26;30406,47;13933,76;44340,23
347;2728,95;278,03;3006,98;2476,67;5483,65
348;41016,66;11374,62;52391,28;45594,88;97986,16
349;956,12;1048,95;2005,07;1411,29;3416,36
350;10167,3;19518,74;29686,04;28217,87;57903,91
351;48076,7;39942,27;88018,97;74159,04;162178,01
352;874,17;0;874,17;0;874,17
353;0;0;0;0;0
354;0;0;0;0;0
355;44525,44;28018,44;72543,88;49040,7;121584,58
356;57990,82;15909,29;73900,11;107454,85;181354,96
357;2984,06;1378,53;4362,59;9164,36;13526,95
358;807,87;1117,59;1925,46;1075,29;3000,76
359;0;0;0;0;0
360;0;0;0;0;0
361;62695,01;9577,42;72272,42;86682,64;158955,06
362;0;0;0;0;0
363;0;0;0;0;0
364;0;0;0;0;0
365;0;0;0;0;0
366;0;0;0;0;0
367;0;0;0;0;0
368;8733,35;20272,8;29006,15;64200,37;93206,52
369;878,13;4829,03;5707,17;1593,62;7300,79
370;2661,92;7057,55;9719,47;15579,05;25298,52
371;30051,21;22114,87;52166,08;52132,05;104298,12
372;94569,63;210051,84;304621,47;89603,5;394224,97
373;8391,58;11633,62;20025,2;13088,29;33113,49
374;1428,76;901,32;2330,08;2550,19;4880,27
375;9556,98;7467;17023,98;5645,18;22669,17
376;6342,16;7243,16;13585,31;18086,46;31671,77
377;3303,32;3686,71;6990,03;9713,8;16703,83
378;2632,03;1068,45;3700,47;2289,53;5990,01
379;11237,66;4162,74;15400,4;19078,27;34478,67
380;1882,07;241,41;2123,48;1412,33;3535,81
381;1810,91;0;1810,91;222,36;2033,27
382;4231,22;966,87;5198,09;2470,46;7668,55
383;5027,59;2610,08;7637,67;11273,13;18910,8
384;3816,73;3938,08;7754,81;13908,58;21663,39
385;8896,39;5069,95;13966,34;15265,28;29231,62
386;0;101,13;101,13;0;101,13
387;5260,56;1552,12;6812,69;11628,87;18441,56
388;7580,67;15642,88;23223,55;29247,84;52471,39
389;650,51;1174,89;1825,39;1248,44;3073,84
