ZONA;Coletivo;Individual;Motorizado;Não Motorizado;Total
93;85968,33;20237,28;106205,6;13711,41;
94;24240,47;16506,06;40746,53;13076,23;
95;11893,41;21653,21;33546,62;8963,47;
96;12703,92;17044,6;29748,51;4178,74;
97;15249,11;21429,69;36678,81;7097,41;
98;8982,89;4522,8;13505,69;2296,63;
99;22913,53;15893,75;38807,28;4828,39;
100;81495,48;46952,38;128447,86;21223,15;
101;17026,08;23312,67;40338,75;7204,2;
102;12179,57;15394,65;27574,23;4172,9;
103;5347,02;5309,14;10656,17;833,2;
104;6643,46;8699,9;15343,36;2625,53;
105;19260,12;21115,6;40375,72;7328,81;
106;14664,03;11012,19;25676,22;5132,59;
107;17957,19;26070,11;44027,3;6242,15;
108;11743,08;12153,37;23896,45;1933,16;
109;88295,88;41544,73;129840,62;50785,43;
110;38988,34;26977,48;65965,83;24625,95;
111;25215,24;28321,56;53536,81;29887,7;
112;21342,98;12466,79;33809,76;24812,56;
113;23194,72;22871,55;46066,27;11478,09;
114;0;0;0;238,72;
115;30864,5;15279,7;46144,2;23847,48;
116;116565,11;35295,39;151860,5;88414,98;
117;28953,35;21015,35;49968,7;9888,97;
118;7498,39;6031,17;13529,57;8146,35;
119;61341,84;14860,55;76202,39;34710,84;
120;0;0;0;0;
121;36963,72;18144,16;55107,88;39548,88;
122;28950,43;13821,02;42771,45;29622,09;
123;41777,82;10337,97;52115,79;32801,71;
124;51204,62;32460,86;83665,48;45103,32;
125;24122,09;13383,05;37505,14;42629,77;
126;24126,06;24813,17;48939,23;22988,47;
127;40761,28;48537,96;89299,24;39157,96;
128;16401,35;15797;32198,35;3700,77;
129;29760,25;22648,17;52408,42;9973;
130;4069,23;4047,3;8116,53;1552,77;
131;17590,95;8236,07;25827,02;6526;
132;6893,61;7109,85;14003,46;648,9;
133;39447,28;34387,05;73834,34;17629,45;
134;24840,33;38014,46;62854,78;11163,15;
135;31949,12;28381,31;60330,43;23525,06;
136;28627,5;34184,71;62812,21;27437,06;
137;35058,79;38424,28;73483,06;32735,57;
138;9167,07;12818,49;21985,56;11405,99;
139;25726,07;16626,74;42352,8;19741,51;
140;24576,2;17539,05;42115,25;48741,69;
141;56014,12;44869,3;100883,42;59614,58;
142;33906,22;23976,85;57883,07;39979,11;
143;0;0;0;0;
144;62062,22;66891,43;128953,66;34901,83;
145;6991,77;9415,58;16407,36;3123;
146;0;0;0;0;
147;24081,03;18776,5;42857,53;30631,23;
148;13107,92;14983,98;28091,9;20795,11;
149;0;77,56;77,56;350,11;
150;27492,28;12552,67;40044,94;22133,01;
151;50348,43;51105,94;101454,37;77578,53;
152;23715,48;26345,42;50060,91;29921,38;
153;19457,1;16335,54;35792,64;5322,57;
154;35489,65;48408,02;83897,67;17187,84;
155;14226,3;9712,98;23939,28;18658,61;
156;34541;28986,2;63527,21;25080,41;
157;11183,33;12531,98;23715,31;10490,72;
158;30083,78;19348,3;49432,08;25470,48;
159;27716,02;35731,39;63447,41;38506,83;
160;22592,37;17206,62;39798,99;15674,29;
161;28158,28;43979,6;72137,87;50436,9;
162;27075,64;20985,71;48061,35;20199,46;
163;25803,16;48139,76;73942,92;22625,79;
164;8648,66;9916,04;18564,7;7355,04;
165;16695,29;15767,44;32462,72;4713,55;
166;52667,26;45072,99;97740,24;22395,75;
167;55747,48;38369,2;94116,68;22844,94;
168;34056,38;22586,99;56643,37;17490,4;
169;50008,12;23132,77;73140,89;12881;
170;45890,18;28446,36;74336,54;23363,98;
171;35451,93;23376,61;58828,54;22452,81;
172;18462,18;20893,66;39355,84;13211,63;
173;15574,86;10160,08;25734,94;19824,37;
174;32422,01;14244,49;46666,5;39572,37;
175;18547,53;16915,6;35463,14;25071,7;
176;19093,62;20116,29;39209,91;19173,6;
177;4871,05;3936,14;8807,19;5540,2;
178;2006,59;616,4;2622,98;1266,27;
179;0;0;0;0;
180;38223,64;25005,17;63228,81;57140,64;
181;25582,15;27495,94;53078,09;26827,8;
182;25631,86;14251,65;39883,51;24038,55;
183;28883,73;20165,41;49049,14;19065,57;
184;10330,37;11060,15;21390,51;21564,72;
185;11421,4;6692,61;18114,01;11688,25;
186;8800,69;3381,26;12181,95;5531,89;
187;22850,7;11990,76;34841,46;28102,73;
188;33273,33;20760,23;54033,56;22916,11;
189;31307,28;27912,8;59220,08;31285,06;
190;39658,15;24756,46;64414,62;20216,02;
191;20575,18;6885,22;27460,4;1001,11;
192;18576,23;10432,78;29009,01;22709,49;
193;13740,59;8102,39;21842,98;15412,16;
194;13676,32;4012,79;17689,11;16252,78;
195;19492,64;9280,09;28772,73;19545,38;
196;21493,06;8855,4;30348,45;20607,42;
197;18764,85;14601,69;33366,54;16875,06;
198;46520,51;28359,53;74880,04;26641,58;
199;38308,14;36760,27;75068,41;90375,87;
200;13635,96;10714,55;24350,52;28372,58;
201;39250,09;32425,13;71675,22;68080,59;
202;51317,7;18324,7;69642,4;25547,74;
203;29004,77;9782,83;38787,6;31450,55;
204;52495,7;31501,44;83997,15;84829,69;
205;46116,83;28364,79;74481,62;72216,86;
206;41511,34;30077,99;71589,33;29894,71;
207;35283,29;23604,58;58887,86;71792,26;
208;36985,48;36856,66;73842,14;26129,67;
209;25935,98;33803,7;59739,68;21368,86;
210;29791,24;41831,5;71622,74;20539,76;
211;44222,18;41718,35;85940,52;24163,8;
212;14541,7;16026,98;30568,68;23751,09;
213;35238,55;26714,87;61953,42;24270,03;
214;23076,82;11101,28;34178,1;16895,99;
215;21025,87;32165,56;53191,43;20290,15;
216;23330,06;24313,54;47643,6;21932,47;
217;18762,45;19558,35;38320,8;25693,51;
218;50541;33035,03;83576,04;51980,78;
219;29049,78;32044,38;61094,16;31463,57;
220;23448,18;15273,2;38721,39;24508,9;
221;32742,16;34671,19;67413,35;22119,92;
222;25223,73;32629,91;57853,65;20251,47;
223;16351,54;16723,75;33075,29;8980,52;
224;5818,53;3449,23;9267,76;3404,01;
225;21481,72;10717,03;32198,74;20239,21;
226;58253,28;46057,01;104310,29;71489,91;
227;45556,88;28367,31;73924,19;17442,96;
228;22455,07;14533,01;36988,08;22412,24;
229;111516,59;38053,91;149570,5;96098,67;
230;54026,16;20529,86;74556,03;46637,55;
231;26352,41;7258,47;33610,88;16404,92;
232;32233,6;13191,76;45425,36;29543,39;
233;36106,85;13638,79;49745,64;44703,03;
234;31685,17;20186,71;51871,88;53796,92;
235;35501,08;26647,23;62148,31;39076,63;
236;15338,39;13135,32;28473,71;13874,53;
237;18170,91;19987,02;38157,94;9921,74;
238;17703,35;16939,49;34642,84;8952,75;
239;33194,91;33644,87;66839,77;14109,29;
240;20157,64;20539,44;40697,08;15257,95;
241;12660,83;9707,46;22368,29;7714,84;
242;24163,84;9180,21;33344,04;19275,48;
243;24786,68;25633,21;50419,89;43253,74;
244;36427,97;25832,54;62260,5;48771,57;
245;11062,34;7767,63;18829,97;13965,82;
246;23447,8;13237,41;36685,21;10205,18;
247;71495,85;50186,87;121682,71;77677,93;
248;1514,16;4109,21;5623,37;359,23;
249;19226,77;24604,33;43831,1;20897,9;
250;15482,29;18843,89;34326,18;12092,88;
251;15849,33;15683,87;31533,2;6944,75;
252;15666,68;11620,39;27287,07;17661,24;
253;6740,93;3430,1;10171,03;3050,3;
254;49972,79;37298,5;87271,28;17898,88;
255;26176,78;61645,62;87822,4;41937,78;
256;19420,06;15476,63;34896,68;8443,47;
257;19103,63;23546,68;42650,31;17522,65;
258;43386,07;26721,22;70107,29;24451,96;
259;16384,52;12797,53;29182,05;19550,27;
260;21973,91;9116,5;31090,41;25878,93;
261;34177,06;27488,75;61665,81;22804,17;
262;35251,58;36082,37;71333,94;43038,18;
263;42049,61;24953,9;67003,51;49245,61;
264;46736,26;25888,31;72624,57;35553,87;
265;29913,7;32100,81;62014,51;37922,25;
266;6369,23;8178,21;14547,44;7581,18;
267;19764,51;15891,24;35655,75;19004,57;
268;12900,22;18364,82;31265,04;8520,05;
269;23295,12;27440,48;50735,6;16286,81;
270;8486,48;13776,02;22262,5;5261,28;
271;7546,54;13947,67;21494,21;1302,17;
272;11766,83;21065,23;32832,06;8447,72;
273;39404,74;45357,25;84761,99;33678,53;
274;50134,61;43101,45;93236,06;42689,48;
275;42547,89;34913,17;77461,06;35718,06;
276;54959,86;61959,74;116919,6;43022,38;
277;35041,85;45955,73;80997,58;43164,42;
278;69162,17;47042,87;116205,04;93472,83;
279;43859,96;14001,84;57861,8;44159,53;
280;40529,87;24371,47;64901,34;13593,19;
281;30806,77;38066,4;68873,17;16146,08;
282;27288,86;35810,94;63099,8;23788,47;
283;7448,14;6235,77;13683,91;5518,41;
284;37542,87;18594,8;56137,67;25836,18;
285;50090,1;44648,51;94738,61;74876,48;
286;25695,96;19787,36;45483,32;5377,77;
287;22023,66;29119,9;51143,56;19599,61;
288;27060,72;10488,79;37549,52;12285,22;
289;40388,27;22142,19;62530,46;32283,86;
290;34716,14;16809,11;51525,25;38359,29;
291;52270,94;46386,41;98657,35;34541,52;
292;34617,85;31264,24;65882,1;34577,53;
293;69232,71;24097,1;93329,81;52772,72;
294;72792,14;12486,66;85278,8;84813,24;
295;73270,6;37119,86;110390,46;59071,94;
296;5009,65;2907,61;7917,26;1127,92;
297;2025,49;1406,19;3431,68;666,62;
298;94124,8;35187,82;129312,63;91110,9;
299;5824,97;2173,24;7998,21;2430,79;
300;108576,17;98191,74;206767,91;62029,62;
301;21540,86;24335,32;45876,18;4510,17;
302;69378,04;33482,27;102860,31;16677,34;
303;83482,47;32108,55;115591,02;15780,68;
304;61554,72;36340,67;97895,38;65044,88;
305;82733,75;35817,99;118551,74;89040,17;
306;41851,79;12162,16;54013,95;46699,49;
307;73557,72;22792,58;96350,3;50117,77;
308;23412,34;5256,71;28669,04;32151,04;
309;41676,59;12204,55;53881,14;24558,63;
310;12405,33;6118,64;18523,97;10208,71;
311;65185,24;30646,53;95831,77;54374,07;
312;34524,8;32934,27;67459,06;26524,12;
313;16700,28;10939,91;27640,19;17666,63;
314;89469,67;27785,79;117255,46;69050,86;
315;71357,99;25844,31;97202,3;77869,32;
316;15465,68;25941,54;41407,22;5593,74;
317;7486,65;10079,1;17565,75;802,59;
318;19354,28;17499,27;36853,55;10977,72;
319;18085,39;16579,51;34664,91;5188,28;
320;33487,14;15612,54;49099,67;51166,42;
321;28916,2;45147,93;74064,13;25967,25;
322;29232,27;37740,42;66972,69;16476,54;
323;42932,41;23457,36;66389,77;30003,9;
324;50795,02;17773,05;68568,07;28986,28;
325;25942,93;30361,81;56304,74;31618,29;
326;29165,06;24413,26;53578,32;12375,26;
327;8062,47;15607,42;23669,89;7946,27;
328;17221,11;25924,31;43145,42;8481,5;
329;25437,63;46682,34;72119,97;17785,67;
330;19661,3;29835,05;49496,35;13938,06;
331;27899,72;24284,22;52183,93;18017,79;
332;23922,95;21342,52;45265,47;36397,72;
333;15054,34;10774,32;25828,66;8660,62;
334;21054;29223,74;50277,74;17911,65;
335;21090,56;23314,33;44404,89;24367,18;
336;30565,92;15800,63;46366,54;14394,62;
337;21712,4;21189,72;42902,12;9409,82;
338;26184,47;20491,23;46675,7;24767;
339;46394,74;34519,66;80914,4;8789,16;
340;16889,66;18599,67;35489,33;4016,61;
341;8239,71;14439,2;22678,91;7336,77;
342;20112,13;32637,32;52749,45;16910,76;
343;1179,17;1958,8;3137,97;661,47;
344;37216,14;39526,35;76742,49;32461,36;
345;12243,4;8560,16;20803,56;17870,16;
346;0;124,91;124,91;0;
347;40084,7;27066,66;67151,36;51081,19;
348;3629,83;2665,6;6295,43;2854,12;
349;0;292,31;292,31;0;
350;26851,2;12816,21;39667,41;25293,54;
351;46165,85;26725,66;72891,51;44225,5;
352;1882,38;4525,53;6407,91;425,02;
353;378,8;0;378,8;0;
354;0;492,6;492,6;0;
355;25573,66;19897,03;45470,69;42332,87;
356;44687,47;15409,74;60097,21;71536,04;
357;1421,13;627,59;2048,72;2745,52;
358;13183,66;21623,02;34806,68;20478,2;
359;5546;11295,63;16841,63;7714,6;
360;8861,3;6422,46;15283,76;11921,41;
361;5974,78;3979,19;9953,97;6387,46;
362;55900,65;47516,71;103417,36;18186,07;
363;36951;55751,09;92702,09;34761,41;
364;16864,24;14413,62;31277,86;11246,55;
365;13020,48;8661,45;21681,93;4106,08;
366;32999,14;44022,08;77021,22;20888,24;
367;13459,97;20116,12;33576,09;16734,1;
368;21445,48;32939,52;54385;38488,58;
369;33468,02;46479,41;79947,43;34905,56;
370;52364,63;69883,33;122247,96;38502,15;
371;26597,41;44745,27;71342,68;34352,8;
372;38815,68;32263,66;71079,34;31290,37;
373;38349,91;62506,33;100856,25;43985,47;
374;20304,71;20183,49;40488,2;427,54;
375;40768,86;34752,32;75521,17;52457,75;
376;21331,06;25362,15;46693,21;45756,65;
377;88929,68;100621,68;189551,36;175189,31;
378;47244,23;35542,85;82787,08;50629,59;
379;21970,31;28463,97;50434,28;40707,22;
380;54969,79;18279,99;73249,78;63940,74;
381;0;0;0;0;
382;60078,97;47051,75;107130,72;70910,76;
383;36558,18;17113,56;53671,75;56246,85;
384;14928,26;10445,03;25373,29;24536,85;
385;0;512,23;512,23;331,61;
386;2703,31;2838,71;5542,01;4487,45;
387;40900,16;34414,85;75315,01;56215,27;
388;2829,88;3566,6;6396,48;3575,94;
389;15824,77;23808,4;39633,18;36716,76;
390;4940,22;6986,28;11926,5;4457,17;
391;42926,79;29328,9;72255,69;36880,56;
392;977,57;0;977,57;0;
393;40284,52;40362,91;80647,44;64357,63;
394;9357,39;7468,44;16825,82;17437,18;
395;47625,83;34480,34;82106,16;65623,92;
396;44625,54;59359,03;103984,57;87448,06;
397;42966,66;23093,28;66059,93;51312,25;
398;28711,15;48550,64;77261,79;74015,99;
399;30028,59;11870,11;41898,7;36486,1;
400;49633,72;32873,43;82507,14;81898,15;
401;82223,25;80432,36;162655,61;141395,61;
402;9809,79;6468,88;16278,67;13217,32;
403;8732,56;3630,52;12363,07;10787,22;
404;47417;110067,88;157484,88;88598,32;
405;29167,74;28893,48;58061,22;20551,08;
406;37311,96;37190,08;74502,04;18023,03;
407;48159,9;63958,01;112117,91;82036,75;
408;21293,56;12731,91;34025,47;30915,56;
409;7923,74;6457,67;14381,41;10320,36;
410;5444,12;7284,49;12728,61;3899,15;
411;6939,12;10788,84;17727,96;6758,97;
412;15689,73;19866,98;35556,72;19341,13;
413;12980,29;8463,57;21443,86;15024,87;
414;8740,21;16303,15;25043,36;30181,69;
415;5798,74;6564,69;12363,43;19329,21;
416;6202,74;14878,34;21081,08;25692,75;
417;17803,81;48671,99;66475,8;44611,71;
418;17820,69;44362,88;62183,57;29954,84;
419;19624,73;40440,55;60065,28;34971,99;
420;4905,71;9913,45;14819,16;4363,06;
421;28112,94;29049,31;57162,25;22160,17;
422;126279,18;157268,42;283547,59;52038,73;
423;11507,03;30810,04;42317,06;6664,54;
424;17950,29;18743,45;36693,73;11270,97;
425;6168,5;15138,38;21306,88;15922,11;
426;17117,54;21845,07;38962,6;11393,85;
427;16885,94;30488,47;47374,41;24963,34;
428;21254,16;42503,62;63757,78;27236,56;
429;20961,13;44427,63;65388,76;35334,1;
430;22407,04;25603,83;48010,87;19797,91;
431;49672,54;78496,58;128169,13;54495,92;
432;42909,66;100753,39;143663,05;38362,61;
433;49409,11;46981,43;96390,53;43702,81;
434;1997,27;3628,02;5625,29;745,98;
435;34439,63;26644,76;61084,4;15017,83;
436;86392,58;87049,88;173442,46;89274,28;
437;71742,88;50744,71;122487,58;108525,75;
438;42195,29;29871,22;72066,51;51182,1;
439;8950,36;9446,56;18396,92;8170,25;
440;66120,19;65977,59;132097,78;44320,13;
441;12171,24;7470,95;19642,18;6880,79;
442;7638,41;6245,02;13883,43;4348,48;
443;6482,67;2724,8;9207,48;5230,41;
444;15478,89;7336,47;22815,36;24475,38;
445;52444,76;81856,23;134300,99;43684,95;
446;29049,76;48689,42;77739,18;39825,25;
447;26096,39;53219,47;79315,86;25211,09;
448;40228,78;58505,35;98734,12;40035,94;
449;90896,5;117727,95;208624,45;44051,27;
450;70388,64;73688,55;144077,18;106187,1;
451;52816,16;60906,63;113722,8;52093,19;
452;15681,77;17279,64;32961,42;28091,82;
453;13427,59;10388,85;23816,44;10628,84;
454;66449,37;56961,23;123410,6;102520,53;
455;49445,21;58753,18;108198,39;70503,84;
456;46424,35;49222,98;95647,33;71002,07;
457;31211,98;56341,26;87553,25;96187,05;
458;27736,92;26426,72;54163,64;37944,67;
459;30266,76;14105,26;44372,03;39511,08;
460;43883,11;43651,69;87534,81;36788,32;
461;19369,09;29874,01;49243,1;29075,18;
462;45062,94;36491,23;81554,16;65530,89;
463;27808,16;20922,75;48730,91;68287,77;
464;29614,43;33784,89;63399,32;53362,22;
465;48777,84;64231,52;113009,35;73850,9;
466;42738,99;46523,86;89262,85;48457,94;
467;12686,97;10895,03;23582;9396,82;
468;85827,33;89679,91;175507,24;84484,99;
469;2531,59;2113,02;4644,61;2013,46;
470;4895,43;6620,66;11516,09;3711,21;
471;5617,97;5563,92;11181,9;8961,15;
472;23576,74;27685,43;51262,17;20474,78;
473;11806,47;9323,95;21130,42;4386,18;
474;6002,72;1766,94;7769,66;996,69;
475;15113,73;13189,63;28303,36;15556,17;
476;62643,3;72907,41;135550,7;39268,38;
477;32673,14;50172,63;82845,78;36676,19;
478;47304,52;66228,1;113532,62;13985,11;
479;6424,56;6049,95;12474,51;3225,76;
480;20506,26;21174,6;41680,86;20345,53;
481;25994,85;40454,09;66448,94;40670,85;
482;10315;16232,77;26547,76;16068,42;
483;4291,71;6776,49;11068,2;936,88;
484;63265,04;33255,59;96520,63;52731,16;
485;73021,29;45928,36;118949,65;75629,07;
486;25984,05;42026,19;68010,25;47823,49;
487;16050,34;14887,77;30938,11;11413,13;
488;14096,2;18037,52;32133,72;35446,13;
489;45265,1;36075,58;81340,68;8768,17;
490;31068,59;33874,35;64942,95;8851,52;
491;30047,06;27319,51;57366,57;15941,51;
492;41161,48;68161,99;109323,48;50003,48;
493;13287,37;9414,67;22702,03;13049,18;
494;26551,71;22661,18;49212,9;37075,43;
495;49529,11;47234,35;96763,47;51992,78;
496;26426,02;53692,45;80118,47;30026,52;
497;5554,87;7977,8;13532,67;8396,14;
498;14774,01;19730,68;34504,69;12683,53;
499;51836,95;39981,38;91818,33;68021,5;
500;22403,16;22074,05;44477,21;33572,69;
501;25485,69;26626,2;52111,89;43698,8;
502;20155,55;13734,01;33889,56;12155,56;
503;8797,33;12734,92;21532,25;5513;
504;31406,22;49047,21;80453,43;68912,66;
505;2423,43;6014,47;8437,89;1594,77;
506;29031,85;38718,77;67750,62;13641,33;
507;17974,6;29465,79;47440,4;8317,63;
508;67860,23;102706,29;170566,52;74080,32;
509;2546,38;2884;5430,38;1461,11;
510;0;0;0;0;
511;12080,71;17980,97;30061,67;27696,14;
512;21750,87;35744,56;57495,44;38647,12;
513;976,4;1595,91;2572,31;395,79;
514;52357,03;44217,61;96574,63;60314,11;
515;54071,23;46896,56;100967,79;53982,53;
516;64903,24;95400,5;160303,73;53303,02;
517;6246,48;2950,49;9196,98;13722,93;
