ZONA;Coletivo;Individual;Motorizado;Não Motorizado;Total
92;23148,66;26554,56;49703,22;26848,81;76552,03
93;26341,62;23883,29;50224,91;22109,78;72334,69
94;36732,62;50996,37;87729;43649,74;131378,74
95;23868,48;36217,35;60085,83;18916,24;79002,07
96;23918,15;32087,7;56005,85;21040,16;77046,01
97;31822,18;38275,72;70097,9;36923,41;107021,3
98;20294,62;21208,88;41503,5;19744,94;61248,43
99;14803,95;14634,19;29438,15;14454,65;43892,79
100;35762,79;35795,75;71558,54;41762,47;113321,01
101;9904,99;9614,51;19519,5;14150,11;33669,61
102;32113,69;43961,24;76074,93;24606,6;100681,53
103;32334,05;30795,46;63129,51;43099,01;106228,51
104;24268;26022,95;50290,95;41152,25;91443,2
105;21248,68;37695,28;58943,97;31702,91;90646,88
106;42698,18;59371,76;102069,94;67811,05;169880,99
107;19125,36;28938,19;48063,55;39624,58;87688,13
108;431,73;166,85;598,58;173,85;772,43
109;29489,42;35016,77;64506,19;21128,39;85634,57
110;36320,97;40810,57;77131,54;27157,65;104289,19
111;17923,02;25317,92;43240,94;9874,05;53114,99
112;6131,08;5505,07;11636,15;716,83;12352,97
113;29103,3;46798,32;75901,62;18428,83;94330,45
114;10702,22;16179,12;26881,34;12922,95;39804,29
115;28025,37;37361,9;65387,28;30031,77;95419,04
116;36101,21;75121,85;111223,06;20684,78;131907,83
117;18800,16;29099,04;47899,2;11890,41;59789,6
118;9762,9;15033,33;24796,23;6097,94;30894,16
119;21612,86;26632,32;48245,18;7289,07;55534,25
120;12878,62;20652,23;33530,85;4742,02;38272,87
121;21789,07;38587,43;60376,5;8015,83;68392,32
122;16415,42;37631,46;54046,88;8546,15;62593,03
123;13510,29;45600,63;59110,92;8295,06;67405,98
124;15361,73;20230,09;35591,82;4746,05;40337,87
125;5635,77;10993,92;16629,69;407,84;17037,53
126;11794,88;19383,72;31178,6;2156,88;33335,48
127;10221,32;20643,91;30865,23;5229,91;36095,14
128;12470,49;27160,66;39631,14;3628,91;43260,05
129;21696,61;31252,97;52949,58;9678,96;62628,54
130;13599,26;32692,54;46291,8;7706,35;53998,15
131;23949,43;27256,41;51205,84;3440,31;54646,14
132;15095,04;32118,79;47213,83;4400,38;51614,21
133;23783,46;32159,98;55943,43;10073,79;66017,22
134;10578,41;18241,04;28819,45;9153,41;37972,87
135;17503,02;27350,01;44853,03;7468,64;52321,67
136;21267,9;16168,36;37436,27;7470,33;44906,6
137;19595,98;29351,27;48947,25;25099,3;74046,55
138;14380,95;11771,31;26152,26;14512,34;40664,61
139;32049,02;27701,07;59750,09;17761,44;77511,54
140;50179,74;66496,14;116675,88;43514,49;160190,37
141;32568,48;52157,09;84725,56;33034,52;117760,08
142;24987,05;20975,62;45962,66;22349,87;68312,54
143;22031,15;20832,08;42863,24;34294,15;77157,39
144;38287,06;27890,41;66177,48;67822,11;133999,58
145;41758,92;16130,44;57889,36;49394,56;107283,92
146;47677,79;28610,32;76288,11;23339,89;99627,99
147;26446,89;11898,73;38345,61;23036,27;61381,88
148;46773,22;48843,09;95616,3;55339,19;150955,5
149;6441,06;4263,12;10704,18;3665,64;14369,82
150;15501,02;16569,72;32070,75;5042,65;37113,4
151;16412,88;19428,29;35841,18;11532,55;47373,73
152;16219,84;19761,85;35981,69;12484,16;48465,84
153;31906,95;31677,92;63584,87;28852,32;92437,19
154;31064,83;40766,56;71831,39;35275,71;107107,1
155;32906,81;29204,61;62111,42;43466,08;105577,5
156;6049,37;2498,65;8548,02;8911,66;17459,68
157;90428,78;145127,77;235556,55;127454,52;363011,07
158;107125,21;102997,94;210123,15;76342,48;286465,63
159;1875,93;3945,58;5821,51;4317,1;10138,61
160;28928,57;21100,19;50028,76;39945,58;89974,34
161;20041,2;8954,37;28995,56;45166,81;74162,38
162;25339,66;15978,35;41318,01;30082,35;71400,36
163;16383,66;12132,04;28515,7;33576,48;62092,18
164;26719,84;30837,57;57557,41;36939,6;94497,01
165;25572,9;13944,56;39517,46;24857,83;64375,29
166;17473,1;16877,59;34350,68;33669,19;68019,87
167;40958,24;15214,49;56172,73;54422,56;110595,3
168;19741,02;20939,12;40680,14;27115,29;67795,43
169;26998,21;29432,12;56430,33;32950,44;89380,77
170;14279,47;16485,45;30764,92;23358,33;54123,25
171;19695,22;27385,14;47080,36;24014,59;71094,95
172;23089,37;20649,02;43738,38;34701,54;78439,92
173;25674,81;34954,91;60629,72;42447,63;103077,35
174;23906,91;18031,39;41938,3;40778,5;82716,8
175;31000,57;44698,89;75699,46;46532;122231,46
176;35225,39;16340,47;51565,86;43770,54;95336,4
177;67643,53;73698,41;141341,94;79527,69;220869,62
178;29423,54;76998,21;106421,75;59587,15;166008,9
179;145753,48;185088,26;330841,74;82607,58;413449,32
180;70882,44;132511,72;203394,17;84563,28;287957,45
181;67231,99;63364,64;130596,63;92495,92;223092,55
182;41797,47;21844,32;63641,8;29237;92878,79
183;38677,33;41920,27;80597,6;66311,24;146908,85
184;20698,11;10629,59;31327,7;30012,07;61339,77
185;27397,13;53286,03;80683,16;55493,33;136176,49
186;19638,22;19158,99;38797,21;20255,84;59053,04
187;5471,81;4415,59;9887,4;5661,52;15548,92
188;18537,57;21969,41;40506,98;14038,66;54545,64
189;22398,45;23313,34;45711,79;10314,54;56026,33
190;19497,42;24344,26;43841,68;2432,61;46274,3
191;84250,38;35236,32;119486,7;13909,15;133395,84
192;26882,12;19735,81;46617,93;5743,86;52361,79
193;49190,76;76101,82;125292,58;13930,41;139222,98
194;10510,07;11078,37;21588,43;5985,28;27573,71
195;11653,74;18743,77;30397,5;4579,3;34976,8
196;8294,95;14785;23079,95;6555,98;29635,94
197;4846,24;8773,46;13619,7;3786,69;17406,4
198;27237,9;45805,84;73043,74;13703,05;86746,79
199;13693,45;38231,68;51925,13;9757,4;61682,52
200;7763,13;14942,29;22705,43;6974,71;29680,14
201;29089,98;33302,51;62392,5;28217,44;90609,94
202;16441,87;13544,27;29986,14;6405;36391,14
203;45260,69;135480,16;180740,85;51394,06;232134,92
204;81022,94;92226,53;173249,47;20487,15;193736,62
205;20836,86;15670,32;36507,18;26042,6;62549,78
206;95081,15;82530,9;177612,05;127010,38;304622,43
207;7430,25;6889,44;14319,69;3558,12;17877,81
208;20604,89;13976,13;34581,01;28261,34;62842,35
209;35822,97;19219,99;55042,95;47966,69;103009,64
210;27032,3;8970,67;36002,97;31952,04;67955,01
211;0;0;0;0;0
212;0;0;0;0;0
213;66,32;0;66,32;0;66,32
214;55,43;172,49;227,92;0;227,92
215;6137,78;4417,78;10555,56;7553,09;18108,64
216;25652,96;23311,76;48964,72;26544,59;75509,31
217;81644,72;85931,35;167576,07;161743,87;329319,94
218;21363,94;18743,19;40107,13;38062,76;78169,89
219;29661,81;19737,95;49399,76;75995,7;125395,46
220;16839,34;12996,07;29835,41;27891,8;57727,21
221;30475,2;16123,06;46598,26;16610,75;63209,01
222;57918,74;24883,66;82802,4;29687,2;112489,6
223;32522,22;12945,65;45467,87;45664,47;91132,33
224;16693,46;13185,58;29879,03;18591,82;48470,86
225;13818,84;3849,19;17668,03;18275,88;35943,9
226;25930,36;17368,3;43298,66;42361,64;85660,3
227;22326,52;22193,15;44519,67;23466,08;67985,75
228;10926,71;7077,77;18004,48;18049,46;36053,93
229;17396,94;15675,74;33072,68;27418,97;60491,65
230;7818,01;4068,55;11886,56;6975,86;18862,42
231;4192,7;1099,56;5292,25;2735,11;8027,37
232;9465,68;11205,14;20670,82;15761,49;36432,31
233;29070,03;25434,79;54504,82;45826,12;100330,95
234;6817,37;14123,81;20941,18;20156,07;41097,25
235;10898,14;6361,74;17259,87;13210,66;30470,53
236;30363,15;19347,26;49710,4;36209,87;85920,27
237;36461,72;60070,49;96532,22;45227,57;141759,78
238;18617,41;13486,29;32103,7;16951,64;49055,33
239;77390,74;88568,32;165959,06;84898,65;250857,71
240;110112,59;186655,73;296768,32;95560,85;392329,17
241;46522,26;86407,36;132929,62;69761,9;202691,51
242;62849,21;66281,18;129130,39;117000,59;246130,99
243;23026,35;15272,96;38299,31;54292,57;92591,89
244;22400,42;10635;33035,43;18694,88;51730,31
245;20514,91;12374,76;32889,66;25370,61;58260,28
246;19245,64;11884,31;31129,95;37839,85;68969,8
247;37793,34;29381,39;67174,73;21615,56;88790,29
248;23387,52;18987,94;42375,46;11634,19;54009,65
249;12942,99;12976,42;25919,41;7889,09;33808,5
250;26863,76;17081,72;43945,48;9455,59;53401,07
251;25695,34;16377,27;42072,61;39681,25;81753,86
252;55169,55;27556,91;82726,46;54742,64;137469,11
253;31767,93;15835,46;47603,39;39487,98;87091,36
254;30552,35;20820,51;51372,86;36488,34;87861,2
255;29225,8;17919,59;47145,39;41549,46;88694,85
256;21849,13;20720,29;42569,41;33088,77;75658,18
257;18018,14;15539,57;33557,71;26280,19;59837,9
258;16036,09;12069,69;28105,78;23602,99;51708,77
259;28072,4;11542,71;39615,11;27294,03;66909,14
260;31857,08;32508,51;64365,59;15811,59;80177,17
261;67631,47;35036,99;102668,46;111389,27;214057,73
262;22423,53;14765,71;37189,24;23482,33;60671,57
263;20205,59;11534,84;31740,43;23998,8;55739,23
264;10682,18;7630,2;18312,37;7300,89;25613,26
265;4323,04;3372,57;7695,61;2153,58;9849,2
266;89625,89;101398,95;191024,84;181340,42;372365,26
267;129195,19;139050;268245,18;182882,34;451127,53
268;23950,88;26389,17;50340,05;1491,66;51831,71
269;38277,06;34123,43;72400,49;12830,82;85231,3
270;11608;5973,79;17581,79;10620,3;28202,09
271;2648,33;627,67;3276,01;2032,78;5308,78
272;27283,17;13891,98;41175,16;38429,62;79604,78
273;0;258,87;258,87;133,15;392,03
274;0;0;0;0;0
275;0;0;0;0;0
276;29154,94;7672,07;36827,01;27004,2;63831,2
277;16216,63;13106,7;29323,33;5305,07;34628,4
278;89524,99;51868,98;141393,97;278992,71;420386,67
279;36192,25;18995,19;55187,44;72204,27;127391,71
280;20695,33;4542,33;25237,67;20160,26;45397,93
281;32386,44;12834,88;45221,31;48414,42;93635,73
282;29990,77;15345,36;45336,12;43687,3;89023,43
283;31191,29;13276,73;44468,02;44061,4;88529,42
284;22279,76;14315,66;36595,43;53517,43;90112,86
285;20260,44;7295,06;27555,5;39890,16;67445,66
286;12398,76;3778,45;16177,21;15607,77;31784,99
287;34030,86;9049,11;43079,97;51365,31;94445,28
288;31375,34;16319,89;47695,24;42360,36;90055,59
289;47115,6;14301,29;61416,89;89442,59;150859,48
290;32579,76;14612,96;47192,72;34781,55;81974,27
291;15285,59;4963,59;20249,18;21930,57;42179,75
292;5803,07;5081,06;10884,14;2939,76;13823,9
293;77015,01;14669,54;91684,55;114885,79;206570,33
294;36299,71;8793,03;45092,74;55128,98;100221,72
295;5034,75;2742,85;7777,6;6575,85;14353,45
296;10301,58;5846,4;16147,98;18017,17;34165,15
297;131877,83;113248,7;245126,53;204365,01;449491,54
298;28713,25;14385,24;43098,49;38699,42;81797,91
299;111098,13;93202,85;204300,97;77745,31;282046,29
300;31925,92;36578,84;68504,75;67837,79;136342,54
301;51076,46;18659,06;69735,52;80333,47;150068,99
302;58676,96;10900,95;69577,91;94721,96;164299,87
303;43329,85;19940,31;63270,16;37723,18;100993,34
304;17055,39;5893,88;22949,27;14745,47;37694,74
305;14039,67;2338,19;16377,86;24742,33;41120,19
306;23700,94;7652,34;31353,28;33106,12;64459,4
307;31678,3;14896,43;46574,73;37018,51;83593,25
308;31075,99;10132,71;41208,7;31786,16;72994,86
309;56813,17;28496,46;85309,63;106699,08;192008,71
310;22515,67;22848,11;45363,77;36086,66;81450,43
311;3306,98;2638,29;5945,28;5696,17;11641,45
312;19971,5;30177,69;50149,19;29446,17;79595,36
313;18887,54;13059,18;31946,73;20185,41;52132,14
314;1476,77;3957,02;5433,78;632,22;6066,01
315;29350,47;8293;37643,47;33561,25;71204,72
316;33705,57;14098,69;47804,26;53337,94;101142,2
317;1348,66;966,83;2315,5;1115,4;3430,9
318;3920,9;3404,92;7325,82;2252,08;9577,9
319;58571,19;37118,97;95690,16;45499,59;141189,75
320;1727,16;1134,85;2862,01;441,69;3303,7
321;22875,87;25210,97;48086,85;42031,51;90118,36
322;15224,88;26463,2;41688,08;44094,22;85782,3
323;0;0;0;0;0
324;34921,28;21577,32;56498,6;43261,19;99759,79
325;55979,61;16496,86;72476,46;81223,18;153699,64
326;11223,59;23866,33;35089,92;29348,52;64438,44
327;310,83;351,33;662,16;0;662,16
328;21867,92;27707,7;49575,62;36891,72;86467,34
329;5948,35;1943,27;7891,62;5973,49;13865,11
330;2199,99;0;2199,99;0;2199,99
331;52779,45;25627,12;78406,57;159183,09;237589,66
332;9141,53;2290,9;11432,42;15200,11;26632,54
333;8478,35;1935,29;10413,63;10476,09;20889,72
334;20677,31;31826,13;52503,44;80742,29;133245,73
335;24016,4;12267;36283,4;42497,54;78780,94
336;23570,37;17310,39;40880,76;40445,74;81326,5
337;5882,66;2120,81;8003,47;10931,36;18934,83
338;45618,21;96791,11;142409,32;111904,01;254313,33
339;10523,38;2625,08;13148,45;14100,32;27248,77
340;288,33;16,99;305,31;61,16;366,47
341;5544,53;6028,62;11573,15;21423,91;32997,07
342;2283,39;1772,76;4056,15;3685,24;7741,39
343;10672,28;3687,13;14359,41;7181,17;21540,58
344;2054,8;1135,96;3190,76;4988,59;8179,35
345;50371,58;49475,78;99847,36;39187,44;139034,81
346;18573,33;11831,58;30404,91;14143,09;44548
347;2641,69;212,37;2854,06;2505,44;5359,5
348;40823,22;11646,95;52470,17;45594,88;98065,05
349;956,12;1023,21;1979,33;1411,29;3390,62
350;10539,49;19041,05;29580,53;28277,63;57858,16
351;46444,41;40000,4;86444,8;73515,94;159960,74
352;874,17;0;874,17;0;874,17
353;0;0;0;0;0
354;0;0;0;0;0
355;43543,16;28289,35;71832,51;49756,32;121588,83
356;56555,79;14751,54;71307,33;107202,62;178509,95
357;3060;1302,59;4362,59;9164,36;13526,95
358;798,22;1081,33;1879,55;1102,68;2982,24
359;0;0;0;0;0
360;0;0;0;0;0
361;61373,66;10704,81;72078,47;86284,59;158363,06
362;0;0;0;0;0
363;0;0;0;0;0
364;0;0;0;0;0
365;0;0;0;0;0
366;0;0;0;0;0
367;0;0;0;0;0
368;8572,59;20454,87;29027,45;64200,37;93227,82
369;878,13;3596,51;4474,64;1593,62;6068,26
370;2628,51;7242,06;9870,57;15579,05;25449,62
371;27010,57;21829,86;48840,43;52718,36;101558,8
372;98194,37;212398,58;310592,95;88581,58;399174,53
373;7291,25;11828,54;19119,79;13385,09;32504,88
374;1548,43;709,98;2258,4;2603,74;4862,14
375;10167,75;6409,82;16577,57;5645,18;22222,75
376;5396,71;7243,16;12639,86;18086,46;30726,32
377;3305,51;3983,01;7288,52;9713,8;17002,32
378;2293,38;1100,71;3394,09;2211,46;5605,56
379;11637,16;4084,31;15721,47;19078,27;34799,73
380;1546,94;487,05;2034;1412,33;3446,33
381;2278,91;0;2278,91;0;2278,91
382;4504,73;709,16;5213,88;2470,46;7684,35
383;4709,99;2859,4;7569,39;11273,13;18842,52
384;3650,22;3867,12;7517,33;13954,27;21471,6
385;9169,38;4930,43;14099,81;15219,59;29319,4
386;0;101,13;101,13;0;101,13
387;5976,19;1409;7385,18;10913,25;18298,44
388;7580,67;15452,65;23033,31;29432,42;52465,73
389;750,11;1079,31;1829,42;1199,65;3029,06
